,pair,word2vec_score,doctype,fromdate,todate
25,"('ontucht', 'migranten')",0.05675587058067322,adtrouwtelnrcvk,2008,2013
26,"('ontucht', 'afghaanse')",0.10593948513269424,adtrouwtelnrcvk,2008,2013
27,"('ontucht', 'gambianen')",0.0495394766330719,adtrouwtelnrcvk,2008,2013
28,"('ontucht', 'senegalees')",0.022251693531870842,adtrouwtelnrcvk,2008,2013
29,"('ontucht', 'nigeriaan')",0.14272812008857727,adtrouwtelnrcvk,2008,2013
30,"('ontucht', 'gambiaan')",0.139140784740448,adtrouwtelnrcvk,2008,2013
31,"('ontucht', 'senegal')",0.012906608171761036,adtrouwtelnrcvk,2008,2013
32,"('ontucht', 'somalisch')",0.1596851944923401,adtrouwtelnrcvk,2008,2013
33,"('ontucht', 'irak')",0.07514961063861847,adtrouwtelnrcvk,2008,2013
34,"('ontucht', 'pakistan')",0.08410574495792389,adtrouwtelnrcvk,2008,2013
35,"('ontucht', 'afghanistan')",0.048278938978910446,adtrouwtelnrcvk,2008,2013
36,"('ontucht', 'pakistanen')",0.039994772523641586,adtrouwtelnrcvk,2008,2013
37,"('ontucht', 'syriers')",-0.028332745656371117,adtrouwtelnrcvk,2008,2013
38,"('ontucht', 'migrant')",0.05124654620885849,adtrouwtelnrcvk,2008,2013
39,"('ontucht', 'irakees')",0.2823619842529297,adtrouwtelnrcvk,2008,2013
40,"('ontucht', 'gambia')",0.03466857597231865,adtrouwtelnrcvk,2008,2013
41,"('ontucht', 'bengaal')",0.0986018031835556,adtrouwtelnrcvk,2008,2013
42,"('ontucht', 'somaliers')",0.07071785628795624,adtrouwtelnrcvk,2008,2013
43,"('ontucht', 'vluchtelingen')",0.07187197357416153,adtrouwtelnrcvk,2008,2013
44,"('ontucht', 'immigrant')",0.029244476929306984,adtrouwtelnrcvk,2008,2013
45,"('verkrachten', 'vluchteling')",0.23363769054412842,adtrouwtelnrcvk,2008,2013
46,"('verkrachten', 'gambiaans')",-0.010862077586352825,adtrouwtelnrcvk,2008,2013
47,"('verkrachten', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
48,"('verkrachten', 'nigerianen')",0.2223685383796692,adtrouwtelnrcvk,2008,2013
49,"('verkrachten', 'eritrea')",0.2752978503704071,adtrouwtelnrcvk,2008,2013
50,"('verkrachten', 'immigranten')",0.11816912144422531,adtrouwtelnrcvk,2008,2013
51,"('verkrachten', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
52,"('verkrachten', 'allochtonen')",0.07866114377975464,adtrouwtelnrcvk,2008,2013
53,"('verkrachten', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
54,"('verkrachten', 'soedan')",0.20043116807937622,adtrouwtelnrcvk,2008,2013
55,"('verkrachten', 'afghanen')",0.14951281249523163,adtrouwtelnrcvk,2008,2013
56,"('verkrachten', 'bengalees')",0.20926262438297272,adtrouwtelnrcvk,2008,2013
57,"('verkrachten', 'bangladesh')",0.21882525086402893,adtrouwtelnrcvk,2008,2013
58,"('verkrachten', 'senegalezen')",0.30074959993362427,adtrouwtelnrcvk,2008,2013
59,"('verkrachten', 'afghaan')",0.28405696153640747,adtrouwtelnrcvk,2008,2013
60,"('verkrachten', 'nigeria')",0.19867217540740967,adtrouwtelnrcvk,2008,2013
61,"('verkrachten', 'syrier')",0.03459981456398964,adtrouwtelnrcvk,2008,2013
62,"('verkrachten', 'allochtoon')",0.10156389325857162,adtrouwtelnrcvk,2008,2013
63,"('verkrachten', 'syrie')",0.14188118278980255,adtrouwtelnrcvk,2008,2013
64,"('verkrachten', 'soedanees')",0.22943627834320068,adtrouwtelnrcvk,2008,2013
65,"('verkrachten', 'syrisch')",0.22721922397613525,adtrouwtelnrcvk,2008,2013
66,"('verkrachten', 'pakistaans')",0.21863433718681335,adtrouwtelnrcvk,2008,2013
67,"('verkrachten', 'irakezen')",0.19094210863113403,adtrouwtelnrcvk,2008,2013
68,"('verkrachten', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
69,"('verkrachten', 'pakistaan')",0.22820350527763367,adtrouwtelnrcvk,2008,2013
70,"('verkrachten', 'migranten')",0.10310276597738266,adtrouwtelnrcvk,2008,2013
71,"('verkrachten', 'afghaanse')",0.21751083433628082,adtrouwtelnrcvk,2008,2013
72,"('verkrachten', 'gambianen')",0.11963493376970291,adtrouwtelnrcvk,2008,2013
73,"('verkrachten', 'senegalees')",0.15624551475048065,adtrouwtelnrcvk,2008,2013
74,"('verkrachten', 'nigeriaan')",0.2355213314294815,adtrouwtelnrcvk,2008,2013
75,"('verkrachten', 'gambiaan')",0.16039149463176727,adtrouwtelnrcvk,2008,2013
76,"('verkrachten', 'senegal')",0.20244263112545013,adtrouwtelnrcvk,2008,2013
77,"('verkrachten', 'somalisch')",0.3232821524143219,adtrouwtelnrcvk,2008,2013
78,"('verkrachten', 'irak')",0.1270265430212021,adtrouwtelnrcvk,2008,2013
79,"('verkrachten', 'pakistan')",0.1669832170009613,adtrouwtelnrcvk,2008,2013
80,"('verkrachten', 'afghanistan')",0.12795472145080566,adtrouwtelnrcvk,2008,2013
81,"('verkrachten', 'pakistanen')",0.20200102031230927,adtrouwtelnrcvk,2008,2013
82,"('verkrachten', 'syriers')",0.02076261304318905,adtrouwtelnrcvk,2008,2013
83,"('verkrachten', 'migrant')",0.17074623703956604,adtrouwtelnrcvk,2008,2013
84,"('verkrachten', 'irakees')",0.341422975063324,adtrouwtelnrcvk,2008,2013
85,"('verkrachten', 'gambia')",0.22652894258499146,adtrouwtelnrcvk,2008,2013
86,"('verkrachten', 'bengaal')",0.17263218760490417,adtrouwtelnrcvk,2008,2013
87,"('verkrachten', 'somaliers')",0.08897027373313904,adtrouwtelnrcvk,2008,2013
88,"('verkrachten', 'vluchtelingen')",0.16682110726833344,adtrouwtelnrcvk,2008,2013
89,"('verkrachten', 'immigrant')",0.13831613957881927,adtrouwtelnrcvk,2008,2013
90,"('verkrachtingszaak', 'vluchteling')",0.22378720343112946,adtrouwtelnrcvk,2008,2013
91,"('verkrachtingszaak', 'gambiaans')",0.014552269130945206,adtrouwtelnrcvk,2008,2013
92,"('verkrachtingszaak', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
93,"('verkrachtingszaak', 'nigerianen')",0.2139698565006256,adtrouwtelnrcvk,2008,2013
94,"('verkrachtingszaak', 'eritrea')",0.12184526771306992,adtrouwtelnrcvk,2008,2013
95,"('verkrachtingszaak', 'immigranten')",0.11869675666093826,adtrouwtelnrcvk,2008,2013
96,"('verkrachtingszaak', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
97,"('verkrachtingszaak', 'allochtonen')",-0.00821832474321127,adtrouwtelnrcvk,2008,2013
98,"('verkrachtingszaak', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
99,"('verkrachtingszaak', 'soedan')",0.12256383150815964,adtrouwtelnrcvk,2008,2013
100,"('verkrachtingszaak', 'afghanen')",0.027144504711031914,adtrouwtelnrcvk,2008,2013
101,"('verkrachtingszaak', 'bengalees')",0.14841942489147186,adtrouwtelnrcvk,2008,2013
102,"('verkrachtingszaak', 'bangladesh')",0.2145470529794693,adtrouwtelnrcvk,2008,2013
103,"('verkrachtingszaak', 'senegalezen')",0.1725347936153412,adtrouwtelnrcvk,2008,2013
104,"('verkrachtingszaak', 'afghaan')",0.27303653955459595,adtrouwtelnrcvk,2008,2013
105,"('verkrachtingszaak', 'nigeria')",0.23686125874519348,adtrouwtelnrcvk,2008,2013
106,"('verkrachtingszaak', 'syrier')",0.06475895643234253,adtrouwtelnrcvk,2008,2013
107,"('verkrachtingszaak', 'allochtoon')",0.07978533953428268,adtrouwtelnrcvk,2008,2013
108,"('verkrachtingszaak', 'syrie')",0.02302412874996662,adtrouwtelnrcvk,2008,2013
109,"('verkrachtingszaak', 'soedanees')",0.10963056981563568,adtrouwtelnrcvk,2008,2013
110,"('verkrachtingszaak', 'syrisch')",0.06347957998514175,adtrouwtelnrcvk,2008,2013
111,"('verkrachtingszaak', 'pakistaans')",0.2685920298099518,adtrouwtelnrcvk,2008,2013
112,"('verkrachtingszaak', 'irakezen')",0.09548046439886093,adtrouwtelnrcvk,2008,2013
113,"('verkrachtingszaak', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
114,"('verkrachtingszaak', 'pakistaan')",0.28718850016593933,adtrouwtelnrcvk,2008,2013
115,"('verkrachtingszaak', 'migranten')",0.08006825298070908,adtrouwtelnrcvk,2008,2013
116,"('verkrachtingszaak', 'afghaanse')",0.07623356580734253,adtrouwtelnrcvk,2008,2013
117,"('verkrachtingszaak', 'gambianen')",0.11702803522348404,adtrouwtelnrcvk,2008,2013
118,"('verkrachtingszaak', 'senegalees')",0.2138260155916214,adtrouwtelnrcvk,2008,2013
119,"('verkrachtingszaak', 'nigeriaan')",0.3405855596065521,adtrouwtelnrcvk,2008,2013
120,"('verkrachtingszaak', 'gambiaan')",0.26935306191444397,adtrouwtelnrcvk,2008,2013
121,"('verkrachtingszaak', 'senegal')",0.1717720925807953,adtrouwtelnrcvk,2008,2013
122,"('verkrachtingszaak', 'somalisch')",0.19725652039051056,adtrouwtelnrcvk,2008,2013
123,"('verkrachtingszaak', 'irak')",0.14168447256088257,adtrouwtelnrcvk,2008,2013
124,"('verkrachtingszaak', 'pakistan')",0.22682549059391022,adtrouwtelnrcvk,2008,2013
125,"('verkrachtingszaak', 'afghanistan')",0.11035186797380447,adtrouwtelnrcvk,2008,2013
126,"('verkrachtingszaak', 'pakistanen')",0.16393981873989105,adtrouwtelnrcvk,2008,2013
127,"('verkrachtingszaak', 'syriers')",-0.012869685888290405,adtrouwtelnrcvk,2008,2013
128,"('verkrachtingszaak', 'migrant')",0.15923911333084106,adtrouwtelnrcvk,2008,2013
129,"('verkrachtingszaak', 'irakees')",0.3515414595603943,adtrouwtelnrcvk,2008,2013
130,"('verkrachtingszaak', 'gambia')",0.16695207357406616,adtrouwtelnrcvk,2008,2013
131,"('verkrachtingszaak', 'bengaal')",0.17385537922382355,adtrouwtelnrcvk,2008,2013
132,"('verkrachtingszaak', 'somaliers')",0.12166152149438858,adtrouwtelnrcvk,2008,2013
133,"('verkrachtingszaak', 'vluchtelingen')",0.07448995113372803,adtrouwtelnrcvk,2008,2013
134,"('verkrachtingszaak', 'immigrant')",0.2974662780761719,adtrouwtelnrcvk,2008,2013
135,"('verkrachte', 'vluchteling')",0.26050934195518494,adtrouwtelnrcvk,2008,2013
136,"('verkrachte', 'gambiaans')",0.12608377635478973,adtrouwtelnrcvk,2008,2013
137,"('verkrachte', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
138,"('verkrachte', 'nigerianen')",0.13620571792125702,adtrouwtelnrcvk,2008,2013
139,"('verkrachte', 'eritrea')",0.18876588344573975,adtrouwtelnrcvk,2008,2013
140,"('verkrachte', 'immigranten')",0.060966018587350845,adtrouwtelnrcvk,2008,2013
141,"('verkrachte', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
142,"('verkrachte', 'allochtonen')",0.021531222388148308,adtrouwtelnrcvk,2008,2013
143,"('verkrachte', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
144,"('verkrachte', 'soedan')",0.09390078485012054,adtrouwtelnrcvk,2008,2013
145,"('verkrachte', 'afghanen')",0.006657901220023632,adtrouwtelnrcvk,2008,2013
146,"('verkrachte', 'bengalees')",0.2210559993982315,adtrouwtelnrcvk,2008,2013
147,"('verkrachte', 'bangladesh')",0.2206672728061676,adtrouwtelnrcvk,2008,2013
148,"('verkrachte', 'senegalezen')",0.1971733123064041,adtrouwtelnrcvk,2008,2013
149,"('verkrachte', 'afghaan')",0.26049596071243286,adtrouwtelnrcvk,2008,2013
150,"('verkrachte', 'nigeria')",0.16448473930358887,adtrouwtelnrcvk,2008,2013
151,"('verkrachte', 'syrier')",0.1374112218618393,adtrouwtelnrcvk,2008,2013
152,"('verkrachte', 'allochtoon')",0.20108962059020996,adtrouwtelnrcvk,2008,2013
153,"('verkrachte', 'syrie')",0.19871821999549866,adtrouwtelnrcvk,2008,2013
154,"('verkrachte', 'soedanees')",0.1905750334262848,adtrouwtelnrcvk,2008,2013
155,"('verkrachte', 'syrisch')",0.19372019171714783,adtrouwtelnrcvk,2008,2013
156,"('verkrachte', 'pakistaans')",0.40377742052078247,adtrouwtelnrcvk,2008,2013
157,"('verkrachte', 'irakezen')",0.011069603264331818,adtrouwtelnrcvk,2008,2013
158,"('verkrachte', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
159,"('verkrachte', 'pakistaan')",0.2395719736814499,adtrouwtelnrcvk,2008,2013
160,"('verkrachte', 'migranten')",0.04043189063668251,adtrouwtelnrcvk,2008,2013
161,"('verkrachte', 'afghaanse')",0.18836341798305511,adtrouwtelnrcvk,2008,2013
162,"('verkrachte', 'gambianen')",0.028075598180294037,adtrouwtelnrcvk,2008,2013
163,"('verkrachte', 'senegalees')",0.1692722588777542,adtrouwtelnrcvk,2008,2013
164,"('verkrachte', 'nigeriaan')",0.15250079333782196,adtrouwtelnrcvk,2008,2013
165,"('verkrachte', 'gambiaan')",0.14143671095371246,adtrouwtelnrcvk,2008,2013
166,"('verkrachte', 'senegal')",0.18427889049053192,adtrouwtelnrcvk,2008,2013
167,"('verkrachte', 'somalisch')",0.441675066947937,adtrouwtelnrcvk,2008,2013
168,"('verkrachte', 'irak')",0.03392641246318817,adtrouwtelnrcvk,2008,2013
169,"('verkrachte', 'pakistan')",0.105374775826931,adtrouwtelnrcvk,2008,2013
170,"('verkrachte', 'afghanistan')",0.06909041106700897,adtrouwtelnrcvk,2008,2013
171,"('verkrachte', 'pakistanen')",0.0880400687456131,adtrouwtelnrcvk,2008,2013
172,"('verkrachte', 'syriers')",-0.009843445383012295,adtrouwtelnrcvk,2008,2013
173,"('verkrachte', 'migrant')",0.22771218419075012,adtrouwtelnrcvk,2008,2013
174,"('verkrachte', 'irakees')",0.3718498647212982,adtrouwtelnrcvk,2008,2013
175,"('verkrachte', 'gambia')",0.27002984285354614,adtrouwtelnrcvk,2008,2013
176,"('verkrachte', 'bengaal')",0.290864497423172,adtrouwtelnrcvk,2008,2013
177,"('verkrachte', 'somaliers')",0.19954654574394226,adtrouwtelnrcvk,2008,2013
178,"('verkrachte', 'vluchtelingen')",0.0828092023730278,adtrouwtelnrcvk,2008,2013
179,"('verkrachte', 'immigrant')",0.22593268752098083,adtrouwtelnrcvk,2008,2013
180,"('vrouwenhandel', 'vluchteling')",0.22013652324676514,adtrouwtelnrcvk,2008,2013
181,"('vrouwenhandel', 'gambiaans')",-0.009983828291296959,adtrouwtelnrcvk,2008,2013
182,"('vrouwenhandel', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
183,"('vrouwenhandel', 'nigerianen')",0.24283583462238312,adtrouwtelnrcvk,2008,2013
184,"('vrouwenhandel', 'eritrea')",0.23586280643939972,adtrouwtelnrcvk,2008,2013
185,"('vrouwenhandel', 'immigranten')",0.23486797511577606,adtrouwtelnrcvk,2008,2013
186,"('vrouwenhandel', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
187,"('vrouwenhandel', 'allochtonen')",0.29001715779304504,adtrouwtelnrcvk,2008,2013
188,"('vrouwenhandel', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
189,"('vrouwenhandel', 'soedan')",0.19048845767974854,adtrouwtelnrcvk,2008,2013
190,"('vrouwenhandel', 'afghanen')",0.10130977630615234,adtrouwtelnrcvk,2008,2013
191,"('vrouwenhandel', 'bengalees')",0.06176687404513359,adtrouwtelnrcvk,2008,2013
192,"('vrouwenhandel', 'bangladesh')",0.2670023739337921,adtrouwtelnrcvk,2008,2013
193,"('vrouwenhandel', 'senegalezen')",0.10457190871238708,adtrouwtelnrcvk,2008,2013
194,"('vrouwenhandel', 'afghaan')",0.07589853554964066,adtrouwtelnrcvk,2008,2013
195,"('vrouwenhandel', 'nigeria')",0.2602294683456421,adtrouwtelnrcvk,2008,2013
196,"('vrouwenhandel', 'syrier')",-0.023248588666319847,adtrouwtelnrcvk,2008,2013
197,"('vrouwenhandel', 'allochtoon')",0.1681765764951706,adtrouwtelnrcvk,2008,2013
198,"('vrouwenhandel', 'syrie')",0.13504166901111603,adtrouwtelnrcvk,2008,2013
199,"('vrouwenhandel', 'soedanees')",0.06270724534988403,adtrouwtelnrcvk,2008,2013
200,"('vrouwenhandel', 'syrisch')",0.08170941472053528,adtrouwtelnrcvk,2008,2013
201,"('vrouwenhandel', 'pakistaans')",0.13687311112880707,adtrouwtelnrcvk,2008,2013
202,"('vrouwenhandel', 'irakezen')",0.0863434225320816,adtrouwtelnrcvk,2008,2013
203,"('vrouwenhandel', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
204,"('vrouwenhandel', 'pakistaan')",0.04181864485144615,adtrouwtelnrcvk,2008,2013
205,"('vrouwenhandel', 'migranten')",0.2723781168460846,adtrouwtelnrcvk,2008,2013
206,"('vrouwenhandel', 'afghaanse')",0.1638549566268921,adtrouwtelnrcvk,2008,2013
207,"('vrouwenhandel', 'gambianen')",0.052692122757434845,adtrouwtelnrcvk,2008,2013
208,"('vrouwenhandel', 'senegalees')",0.03971186280250549,adtrouwtelnrcvk,2008,2013
209,"('vrouwenhandel', 'nigeriaan')",0.1044863611459732,adtrouwtelnrcvk,2008,2013
210,"('vrouwenhandel', 'gambiaan')",0.17080830037593842,adtrouwtelnrcvk,2008,2013
211,"('vrouwenhandel', 'senegal')",0.11887209862470627,adtrouwtelnrcvk,2008,2013
212,"('vrouwenhandel', 'somalisch')",0.2054375261068344,adtrouwtelnrcvk,2008,2013
213,"('vrouwenhandel', 'irak')",0.15171946585178375,adtrouwtelnrcvk,2008,2013
214,"('vrouwenhandel', 'pakistan')",0.20911729335784912,adtrouwtelnrcvk,2008,2013
215,"('vrouwenhandel', 'afghanistan')",0.1831822246313095,adtrouwtelnrcvk,2008,2013
216,"('vrouwenhandel', 'pakistanen')",0.117551289498806,adtrouwtelnrcvk,2008,2013
217,"('vrouwenhandel', 'syriers')",-0.017196988686919212,adtrouwtelnrcvk,2008,2013
218,"('vrouwenhandel', 'migrant')",0.25584378838539124,adtrouwtelnrcvk,2008,2013
219,"('vrouwenhandel', 'irakees')",0.12986904382705688,adtrouwtelnrcvk,2008,2013
220,"('vrouwenhandel', 'gambia')",0.16549476981163025,adtrouwtelnrcvk,2008,2013
221,"('vrouwenhandel', 'bengaal')",0.07072123885154724,adtrouwtelnrcvk,2008,2013
222,"('vrouwenhandel', 'somaliers')",0.06828366965055466,adtrouwtelnrcvk,2008,2013
223,"('vrouwenhandel', 'vluchtelingen')",0.25064289569854736,adtrouwtelnrcvk,2008,2013
224,"('vrouwenhandel', 'immigrant')",0.18996766209602356,adtrouwtelnrcvk,2008,2013
225,"('zedendelict', 'vluchteling')",0.17226040363311768,adtrouwtelnrcvk,2008,2013
226,"('zedendelict', 'gambiaans')",0.06644672900438309,adtrouwtelnrcvk,2008,2013
227,"('zedendelict', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
228,"('zedendelict', 'nigerianen')",0.0812339261174202,adtrouwtelnrcvk,2008,2013
229,"('zedendelict', 'eritrea')",0.12545816600322723,adtrouwtelnrcvk,2008,2013
230,"('zedendelict', 'immigranten')",0.047454774379730225,adtrouwtelnrcvk,2008,2013
231,"('zedendelict', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
232,"('zedendelict', 'allochtonen')",0.13958631455898285,adtrouwtelnrcvk,2008,2013
233,"('zedendelict', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
234,"('zedendelict', 'soedan')",0.07289600372314453,adtrouwtelnrcvk,2008,2013
235,"('zedendelict', 'afghanen')",0.017330249771475792,adtrouwtelnrcvk,2008,2013
236,"('zedendelict', 'bengalees')",0.08969763666391373,adtrouwtelnrcvk,2008,2013
237,"('zedendelict', 'bangladesh')",0.07264737784862518,adtrouwtelnrcvk,2008,2013
238,"('zedendelict', 'senegalezen')",0.046786800026893616,adtrouwtelnrcvk,2008,2013
239,"('zedendelict', 'afghaan')",0.23410899937152863,adtrouwtelnrcvk,2008,2013
240,"('zedendelict', 'nigeria')",0.10153203457593918,adtrouwtelnrcvk,2008,2013
241,"('zedendelict', 'syrier')",0.037883467972278595,adtrouwtelnrcvk,2008,2013
242,"('zedendelict', 'allochtoon')",0.19919687509536743,adtrouwtelnrcvk,2008,2013
243,"('zedendelict', 'syrie')",0.07873979210853577,adtrouwtelnrcvk,2008,2013
244,"('zedendelict', 'soedanees')",0.11869312077760696,adtrouwtelnrcvk,2008,2013
245,"('zedendelict', 'syrisch')",0.07098361104726791,adtrouwtelnrcvk,2008,2013
246,"('zedendelict', 'pakistaans')",0.1332589089870453,adtrouwtelnrcvk,2008,2013
247,"('zedendelict', 'irakezen')",0.08225291967391968,adtrouwtelnrcvk,2008,2013
248,"('zedendelict', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
249,"('zedendelict', 'pakistaan')",0.1512463539838791,adtrouwtelnrcvk,2008,2013
250,"('zedendelict', 'migranten')",0.06506271660327911,adtrouwtelnrcvk,2008,2013
251,"('zedendelict', 'afghaanse')",0.09167599678039551,adtrouwtelnrcvk,2008,2013
252,"('zedendelict', 'gambianen')",0.0009723463444970548,adtrouwtelnrcvk,2008,2013
253,"('zedendelict', 'senegalees')",0.08041194826364517,adtrouwtelnrcvk,2008,2013
254,"('zedendelict', 'nigeriaan')",0.22519350051879883,adtrouwtelnrcvk,2008,2013
255,"('zedendelict', 'gambiaan')",0.22053368389606476,adtrouwtelnrcvk,2008,2013
256,"('zedendelict', 'senegal')",0.03591764718294144,adtrouwtelnrcvk,2008,2013
257,"('zedendelict', 'somalisch')",0.18148165941238403,adtrouwtelnrcvk,2008,2013
258,"('zedendelict', 'irak')",0.11374820023775101,adtrouwtelnrcvk,2008,2013
259,"('zedendelict', 'pakistan')",0.1126188412308693,adtrouwtelnrcvk,2008,2013
260,"('zedendelict', 'afghanistan')",0.07119417935609818,adtrouwtelnrcvk,2008,2013
261,"('zedendelict', 'pakistanen')",0.06668355315923691,adtrouwtelnrcvk,2008,2013
262,"('zedendelict', 'syriers')",-0.08730455487966537,adtrouwtelnrcvk,2008,2013
263,"('zedendelict', 'migrant')",0.1371908187866211,adtrouwtelnrcvk,2008,2013
264,"('zedendelict', 'irakees')",0.33842799067497253,adtrouwtelnrcvk,2008,2013
265,"('zedendelict', 'gambia')",0.07794052362442017,adtrouwtelnrcvk,2008,2013
266,"('zedendelict', 'bengaal')",0.14018604159355164,adtrouwtelnrcvk,2008,2013
267,"('zedendelict', 'somaliers')",0.05860414355993271,adtrouwtelnrcvk,2008,2013
268,"('zedendelict', 'vluchtelingen')",0.07845892757177353,adtrouwtelnrcvk,2008,2013
269,"('zedendelict', 'immigrant')",0.09842871129512787,adtrouwtelnrcvk,2008,2013
270,"('seksueel_geweld', 'vluchteling')",0.22120627760887146,adtrouwtelnrcvk,2008,2013
271,"('seksueel_geweld', 'gambiaans')",-0.04362883418798447,adtrouwtelnrcvk,2008,2013
272,"('seksueel_geweld', 'somalier')",0.0,adtrouwtelnrcvk,2008,2013
273,"('seksueel_geweld', 'nigerianen')",0.1855008900165558,adtrouwtelnrcvk,2008,2013
274,"('seksueel_geweld', 'eritrea')",0.3061599135398865,adtrouwtelnrcvk,2008,2013
275,"('seksueel_geweld', 'immigranten')",0.24159257113933563,adtrouwtelnrcvk,2008,2013
276,"('seksueel_geweld', 'eritreeer')",0.0,adtrouwtelnrcvk,2008,2013
277,"('seksueel_geweld', 'allochtonen')",0.3110933005809784,adtrouwtelnrcvk,2008,2013
278,"('seksueel_geweld', 'eritreeers')",0.0,adtrouwtelnrcvk,2008,2013
279,"('seksueel_geweld', 'soedan')",0.2842707335948944,adtrouwtelnrcvk,2008,2013
280,"('seksueel_geweld', 'afghanen')",0.1736149787902832,adtrouwtelnrcvk,2008,2013
281,"('seksueel_geweld', 'bengalees')",0.12326688319444656,adtrouwtelnrcvk,2008,2013
282,"('seksueel_geweld', 'bangladesh')",0.3411075174808502,adtrouwtelnrcvk,2008,2013
283,"('seksueel_geweld', 'senegalezen')",0.15152376890182495,adtrouwtelnrcvk,2008,2013
284,"('seksueel_geweld', 'afghaan')",0.16813337802886963,adtrouwtelnrcvk,2008,2013
285,"('seksueel_geweld', 'nigeria')",0.25615188479423523,adtrouwtelnrcvk,2008,2013
286,"('seksueel_geweld', 'syrier')",-0.01785803958773613,adtrouwtelnrcvk,2008,2013
287,"('seksueel_geweld', 'allochtoon')",0.21919779479503632,adtrouwtelnrcvk,2008,2013
288,"('seksueel_geweld', 'syrie')",0.14723391830921173,adtrouwtelnrcvk,2008,2013
289,"('seksueel_geweld', 'soedanees')",0.09864601492881775,adtrouwtelnrcvk,2008,2013
290,"('seksueel_geweld', 'syrisch')",0.16464893519878387,adtrouwtelnrcvk,2008,2013
291,"('seksueel_geweld', 'pakistaans')",0.2862153649330139,adtrouwtelnrcvk,2008,2013
292,"('seksueel_geweld', 'irakezen')",0.18020746111869812,adtrouwtelnrcvk,2008,2013
293,"('seksueel_geweld', 'soedanse')",0.0,adtrouwtelnrcvk,2008,2013
294,"('seksueel_geweld', 'pakistaan')",0.12094199657440186,adtrouwtelnrcvk,2008,2013
295,"('seksueel_geweld', 'migranten')",0.3003275394439697,adtrouwtelnrcvk,2008,2013
296,"('seksueel_geweld', 'afghaanse')",0.2844321131706238,adtrouwtelnrcvk,2008,2013
